Produto,Descricao,Localizacao,Familia,Estoque,Venda,Un
00680,VID LT VW FUSCA JN FIXA INC LD/LE,VD-02,VIDRO,1,"67,08",PC
00485,VID LT VW FUSCA JN FX VDE LE/LD,VD-02,VIDRO,0,"67,08",PC
564977,VID LT VW GOL CANTONEIRA FIXO DIR,VA-21,VIDRO,1,"425,38",PC
1008,VID LT VW GOL CANTONEIRA TRAZ LE 4PT 98/ VDE,,VIDRO,0,"455,82",PC
60290,VID LT VW GOL JAN FX 95/ 3P VDE D (S) OSG,,VIDRO,0,"342,52",PCA
59055,VID LT VW GOL JN FIXA 95/ 2PTA DIR VDE,,VIDRO,0,"225,91",PC
59067,VID LT VW GOL JN FIXA 95/ 2PTA ESQ VDE,VA-21,VIDRO,0,"223,98",PC
VWA7922P,VID LT VW GOL JN FIXA INC 2PT /94 LE,,VIDRO,1,"75,62",PC
01282,VID LT VW GOL JN FIXA VDE 2PT ATE 94 LD,,VIDRO,3,"103,67",PC
VWA9523,VID LT VW GOL JN MV VDE DIR 95/ 2PT,VC-34,VIDRO,1,"165,88",PC
VWA9522,VID LT VW GOL JN MV VDE ESQ 95/ 2PT,VA-21,VIDRO,1,"128,07",PC
132706,VID LT VW KOMB JN CENTRAL MV /97 INC LD,VD-02,VIDRO,1,"119,53",PC
132718,VID LT VW KOMB JN CENTRAL MV /97 INC LE BL,BLV20,VIDRO,0,"120,75",PC
5822,VID LT VW KOMBI FIXO,VC-30,VIDRO,4,"73,18",PC
VWA7520,VID LT VW KOMBI JN MOVEL INC LE/LD C/FURO,VC-30,VIDRO,1,"93,92",PC
VWA9121V,VID LT VW LOGUS JANELA MV LD VDE C/SER,VA-21,VIDRO,2,"241,50",PC
VWA8227,VID LT VW PARATI 94 JANELA FX LD INC,VC-29,VIDRO,0,"174,41",PC
VWA8226P,VID LT VW PARATI 94 JN FIXA INC LE,VC-29,VIDRO,0,"134,16",PC
6Q4845298E,VID LT VW POLO HACTH DIREITO FIXO ENCAPSULADO,VD-02,VIDRO,0,"121,97",PC
01860,VID LT VW SANTANA NOVO OCULO PEQ CARROC LD ENCAP,BLV25,VIDRO,0,"268,33",PC
01003,VID LT VW SANTANA OCULO PTA TRAS VDE LE,VD-02,VIDRO,1,"67,08",PC
73313,VID LT VW SAVEIRO 03/ DIREITO FIXO,VC-33,VIDRO,0,"383,59",PC
7241,VID LT VW SAVEIRO GV 2010/ FIXO DIR CAB ESTENDIDA,VA-21,VIDRO,1,"219,54",PC
7239,VID LT VW SAVEIRO GV 2010/ FIXO ESQ CAB ESTENDIDA,VA-21,VIDRO,2,"219,54",PC
1762139,VID MB CLASSE A PB 13/15 5P VSF (AC/P/SC/S,,VIDRO,0,"2917,33",UN
696031,VID MIT PAJERO DAKAR PB 11/C/SENSOR E ANTENA,,VIDRO,0,"1895,42",PCA
215429,VID MITSUBISHI L200 PB 87/ 4P PICKUP VFA (S) OFN,,VIDRO,1,"901,06",PCA
567310,VID MITSUBISHI L200 PTA TR 87/ 4P PICKUP VDE E $$,,VIDRO,0,"299,38",PCA
1244329,VID MITSUBISHI OUTLANDER PB 10/13 5P VSF (,,VIDRO,0,"1320,49",UN
376279,VID MITSUBISHI PAJERO FULL JAN TR 01/ 5P VDE E,,VIDRO,0,"1010,25",PCA
1254969,VID MITSUBISHI PAJERO FULL PB 14/ 3/5P VFA,,VIDRO,0,"1540,74",UN
1238709,VID NISSAN ALTIMA PB 14/15 4P VFA (AC/MS/P,,VIDRO,0,"3370,75",UN
1496579,VID PB AUDI A4 PB 12/15 4P VFC (AC/ACUST/MI/S,,VIDRO,0,"2749,82",UN
10309,VID PB ACTROS 10/... C/SENSOR DEGRADE TH - MBC-1,,VIDRO,0,"1523,72",PC
MBA1430VS,VID PB ACTROS C/SENSOR,VB-30,VIDRO,0,"1769,94",PC
8604AGSGYMVWZ1CF,VID PB AUDI A1 HATCH 3/5 PTS 11/ON,,VIDRO,0,"1156,81",UN
1048559,VID PB AUDI A3 16/ C/SENSOR,,VIDRO,0,"3458,75",PCA
6978,VID PB AUDI A3 98/2004 DEG,,VIDRO,0,"853,78",PC
1854259,VID PB AUDI A3 PB 16/ 4P VFC (ACUST/EXTR/MI/S,,VIDRO,0,"2881,86",UN
1857359,VID PB AUDI A4 PB 12/15 4P VFC (AC/ACUST/MIS/,,VIDRO,0,"3386,80",UN
1253929,VID PB AUDI A4 PB 16/ 4P/SW VSF (AC/MIS/S/SC/,,VIDRO,0,"2374,21",UN
1731719,VID PB AUDI A4 PB 16/ 4P/SW VSF (AC/MIS/SC/SE,VA-29,VIDRO,0,"3562,86",UN
1350629,VID PB AUDI Q3 PB 13/ 5P VFC (AC/ACUST/MIS/SC,,VIDRO,0,"3375,34",UN
1857519,VID PB AUDI Q3 PB 13/19 5P VFC (AC/MIS/SC/SSC,,VIDRO,0,"2644,12",UN
ADQ1631DS,VID PB AUDI Q3 VSF COM SENSOR,,VIDRO,0,"2882,88",PC
BMW1231DS,VID PB BMW 320I SERIE 3 VFA,,VIDRO,0,"2060,11",PC
1256729,VID PB BMW SERIE 2 PB 15/ COUPE VSF (AC/S/SC/,,VIDRO,0,"2574,25",UN
1101776,VID PB BMW SERIE 3 07/ AC/P/S/SSC,VC-21,VIDRO,0,"12474,02",PC
1209989,VID PB BMW SERIE 3 PB 13/ 4P VFC (AC/S/SC RED,,VIDRO,0,"2416,80",PCA
1610379,VID PB BMW SERIE 3 PB 13/ 4P VFC (AC/SC/SER),,VIDRO,0,"2300,26",PCA
1246459,VID PB BMW SERIE 3 PB 13/ 4P VFC C/SENSOR,VB-01,VIDRO,0,"2011,45",UN
1678599,VID PB BMW X1 16/ C/SENSOR,,VIDRO,0,"10751,12",PC
1857379,VID PB BMW X1 PB 10/15 5P VFC (AC/P/SC/SER/SP,,VIDRO,0,"2785,45",UN
1210919,VID PB BMW X1 PB 16/ 5P SUV VSF (ACL/MI/S/SC/,,VIDRO,0,"3746,59",PCA
1728669,VID PB BMW X2 2018/VSF COM SENSOR,,VIDRO,0,"11970,96",PC
1210989,VID PB BMW X3 PB 13/ 5P VFC (AC/MS/SC/SER/SPO,,VIDRO,0,"3194,47",PCA
1678679,VID PB BMW X4 PB 19/ 5P VSF (AC/ACUST/HUD/MI/,,VIDRO,0,"14006,04",UN
77,VID PB CAM FORD CARGO 84/ VFA,VB-12,VIDRO,1,"899,32",PC
1205863,VID PB CAM IVECO EUROCARGO /IVECO TECTOR,VB-23,VIDRO,1,"1293,60",PC
MBC6530VFA,VID PB CAM MB 1111/1313 CAB BAIXA ISF,,VIDRO,0,"504,46",PC
M001,VID PB CAM MB 1113/1313 CAB ALTA INC TEMP,,VIDRO,0,"396,40",PC
M004,VID PB CAM MB 1113/1313 CAB BAIXA INC TEMP,,VIDRO,0,"789,89",PC
42924,VID PB CAM MB 1313/1113 C/ALTA VFA,,VIDRO,1,"1031,43",PC
53831,VID PB CAM MB 1935 LS/1941/1634,VB-27,VIDRO,0,"990,00",PC
MBC7231D,VID PB CAM MB 608 708 VFA,VB-20,VIDRO,0,"718,08",PC
M003,VID PB CAM MB 608 PARABRISA INC TEMP,,VIDRO,0,"295,16",PC
48896,VID PB CAM MB 709/912/1720/1620/1718/1218 ATRON,VB-22,VIDRO,1,"889,95",PC
MBC0330DS,VID PB CAM MB ACCELO,VB-15,VIDRO,2,"1142,85",PC
00035,VID PB CAM MB ATEGO/AXOR 1944/1938S,VB-15,VIDRO,1,"1586,56",PC
56,VID PB CAM SCANIA SERIE 4 97/ VFA,VB-30,VIDRO,0,"1108,80",PC
8887,VID PB CAM SCANIA T-112/T-113 80/ VFA,BOV7,VIDRO,0,"1020,10",PC
S050,VID PB CAM SCANIA 111 JACARE INC TEMP,,VIDRO,1,"209,30",PC
2218,VID PB CAM SCANIA 111 JACARE VFA,,VIDRO,1,"268,33",PC
1452,VID PB CAM SCANIA SERIE 5 (COLADO),VB-30,VIDRO,1,"1594,66",PC
67878,VID PB CAM VOLVO NL 10/12/360 VFA,,VIDRO,0,"465,70",PC
37,VID PB CAM VOLVO GLOBET/FH 96/17 VFA,VB-27,VIDRO,1,"1468,94",PC
7524,VID PB CAM VOLVO VM260/VM270/220 2003/ COLADO,VB-27,VIDRO,1,"1848,00",PC
43631,VID PB CAM VW 8-150/WORK/DELIVERY ANTIGO /2017,VB-12,VIDRO,2,"956,25",PC
2967,VID PB CAM VW CONSTALLATION 05/ 24.280/24280,VB-22,VIDRO,2,"1469,12",PC
V001,VID PB CAM VW PARABRISA 12-30 INC TEMP,,VIDRO,1,"369,62",PC
1910979,VID PB CHERY TIGGO 5X 19/TIGGO 8 20/P VSF (AC/MSL/,VA-28,VIDRO,1,"2129,06",UN
1740279,VID PB CHERY TIGGO 5X PB 19/ 5P VSF (MSL/SER/,,VIDRO,0,"3358,08",UN
808799,VID PB CHRYSLER JEEP GRAND CHER 14/ C/SENSOR,,VIDRO,0,"2046,58",PC
89838,VID PB CITROEN BERLINGO PB 98/ VFA (S/SP) FN,,VIDRO,0,"896,11",PCA
CTN0130GS,VID PB CITROEN C3 /12,,VIDRO,0,"740,19",PC
1941519,VID PB CITROEN C3 13/21 TETO PANORAMICO,,VIDRO,0,"4604,96",PC
165359,VID PB CITROEN C3 PB 03/12 5P VPSF (AC/P/S/SGP/SP),VB-01,VIDRO,0,"686,40",PCA
1834159,VID PB CITROEN C4 07/14 COM SENSOR,,VIDRO,0,"1412,64",UN
655636,VID PB CITROEN C4 07/14 VSF,,VIDRO,0,"1195,88",PCA
1667069,VID PB CITROEN C4 CACTUS PB 18/ 5P VSF (MIL/P,,VIDRO,0,"1857,79",UN
CTN0430GS,VID PB CITROEN C4 PALLAS,,VIDRO,0,"813,86",PC
1253089,VID PB CITROEN C5 COM SENSOR DE CHUVA,,VIDRO,0,"2661,12",PC
3718,VID PB CITROEN XSARA PICASSO 98/,,VIDRO,0,"902,56",PC
1145599,VID PB COMPASS 17/21 C/SENSOR CHUVA E COLISAO,VC-22,VIDRO,4,"1238,46",PCA
22631,VID PB COMPASS 2021/ C/SENSOR,VC-24,VIDRO,1,"1540,57",PC
1145589,VID PB COMPASS PB 17/ 5P VSF C/SENSOR,VC-24,VIDRO,3,"1292,49",PCA
1117939,VID PB COMPASS PB 17/ 5P VSF SEM SENSOR,VC-24,VIDRO,1,"1028,30",PCA
1981899,VID PB COMPASS/COMANDER 22/ C/CHUVA/COLISAO,VC-24,VIDRO,2,"2325,78",UN
902769,VID PB DODGE DAKOTA PB 95/01 2/4P VFA (AC/S/SP,,VIDRO,0,"1518,19",PCA
68050019AB,VID PB DODGE RAM,,VIDRO,0,"7492,87",PC
1826869,VID PB DODGE RAM 2500 2019/,VC-08,VIDRO,0,"4934,70",PC
3610,VID PB ESQ CAIO ALPHA,,VIDRO,0,"1319,47",PC
F007,VID PB FI 147 INC PICK- UP TEMP MV32,MV32,VIDRO,0,"174,41",PC
01279,VID PB FI 147 VFA,,VIDRO,1,"365,90",PC
1667909,VID PB FI 500 PB 08/13 3P VSF (AC/MSL/P/SER,,VIDRO,0,"1920,46",UN
1168288,VID PB FI ARGO 2018/ VFA CRONNOS,VA-34,VIDRO,1,"1066,95",PC
FBE1130DS,VID PB FI BRAVO,VA-34,VIDRO,0,"908,16",PC
497150,VID PB FI BRAVO PB 11/ 5P VFA (P/S/SC/SP/SSC) PK,,VIDRO,0,"1523,46",PCA
170380,VID PB FI DOBLO 01/ VFA,VB-03,VIDRO,2,"933,04",PC
8050,VID PB FI DUCATO 98/2017/ JUMPER/BOXER 07/17,VB-23,VIDRO,1,"1293,80",PC
1511289,VID PB FI DUCATO/JAMPER 2018/,VB-26,VIDRO,3,"1010,00",UN
715542,VID PB FI FIORINO PB 14/ VFA (S) OSG,VA-28,VIDRO,1,"665,28",PCA
932000,VID PB FI FIORINO PB 14/ VSF,VA-28,VIDRO,0,"696,40",PCA
773229,VID PB FI FREEMONT PB 11/ 5P VSF (AC/ACUST/P/S/SGP,,VIDRO,0,"1223,29",PCA
4530,VID PB FI IDEA 06/16,VA-26,VIDRO,0,"1237,52",PC
1063389,VID PB FI MOBI PB 16/ 5P VSF (MI/P/S/SPP) OSG,VC-02,VIDRO,1,"889,02",PCA
564515,VID PB FI PALIO NOVO PB 12/ 3/5P VFA C/SENSOR,,VIDRO,0,"998,27",PCA
617416,VID PB FI PALIO/GRAND SIENA 2012/ DEGRADE,VA-25,VIDRO,1,"880,00",PC
66849,VID PB FI PALIO/STRADA DEGRADE,VA-24/25,VIDRO,5,"640,00",PC
196198,VID PB FI PALIO/STRADA 10/ VFA/ C/SENSOR DE CHUVA,VA-25,VIDRO,0,"739,20",PC
PLF9630D,VID PB FI PALIO/STRADA VERDE SEM FAIXA,VA-24,VIDRO,0,"570,00",PC
1983019,VID PB FI PULSE/FASTBACK PB 22/ 5P VSF CAEX (SER/S,,VIDRO,0,"1116,22",UN
3443,VID PB FI PUNTO LINEA,VA-27,VIDRO,1,"1009,75",PC
6660,VID PB FI STILO S/ SENSOR IMPORTADO,VB-29,VIDRO,0,"573,25",PC
4819,VID PB FI STILO S/ SENSOR ORIGINAL,VB-24,VIDRO,0,"941,90",PC
FST2030VS,VID PB FI STRADA 2021... NOVA,VC-01,VIDRO,9,"930,00",PC
51901,VID PB FI TEMPRA 94/ 2/4P VFA (P/O),,VIDRO,0,"560,81",PC
00010,VID PB FI TIPO 94/ 3/5P VFA NAC,VB-06,VIDRO,1,"776,16",PC
878749,VID PB FI TORO 16/21 VSF C/SENSOR DE CHUVA,VC-08,VIDRO,5,"1081,02",PCA
879369,VID PB FI TORO 2016/2021 VSF,VC-07,VIDRO,2,"1152,36",PC
1963509,VID PB FI TORO 2022/ C/SENSOR CHUVA E CAMERA,VC-09,VIDRO,2,"1610,62",UN
1971669,VID PB FI TORO 2022/ COM SENSOR,VC-10,VIDRO,2,"1377,71",UN
18699,VID PB FI TORO 2022/ SEM SENSOR,VC-10,VIDRO,4,"1496,62",PC
53909,VID PB FI UNO 91/ ORIGINAL,VB-04,VIDRO,11,"530,00",PC
185991,VID PB FI UNO 99/ C/ANTENA,VB-04,VIDRO,2,"510,00",PC
460175,VID PB FI UNO 2010/ COLADO VERDE DEGRADE,VA-27,VIDRO,2,"822,55",PC
1526879,VID PB FIAT ARGO/CRONOS 20/ 5P VSF (P/SER/SP) AGC,VA-34,VIDRO,1,"1060,22",UN
FCA1130DS,VID PB FO CARGO 2012/ COLADO,VB-23,VIDRO,1,"1246,08",PC
18594,VID PB FO CORCEL II/BEL 78/ PAMPA VFA,VD-09,VIDRO,1,"730,00",PC
206295,VID PB FO ECOSPORT 03/ 5P,VA-29,VIDRO,1,"894,29",PC
FEC1230DS,VID PB FO ECOSPORT 2013/ VFA,VA-29,VIDRO,0,"1075,52",PC
FEC1730VS,VID PB FO ECOSPORT 2017/,VA-30,VIDRO,0,"1133,19",PC
601871,VID PB FO ECOSPORT PB 13/ 5P C/SENSOR,VA-29,VIDRO,1,"990,00",PCA
1781439,VID PB FO ECOSPORT PB 18/21 C/SENSOR,VA-29,VIDRO,1,"884,48",UN
48367,VID PB FO ESCORT 93/ 2/4P VFA EURO/LOGUS C/ALARME,VB-06,VIDRO,0,"576,58",PC
D002,VID PB FO ESCORT I /90 INC TEMP MV19,,VIDRO,2,"256,13",PC
18168,VID PB FO ESCORT I 83/92 3/5P VFA,,VIDRO,0,"359,81",PC
90980,VID PB FO ESCORT/LOGUS 93/ 2/4P VFA,VB-06,VIDRO,1,"721,04",PC
17917,VID PB FO F-1000 71/92 VFA LAM,VD-06,VIDRO,1,"894,07",PC
56870,VID PB FO F-1000/ 93/ VFA PAST F-12000,VB-11,VIDRO,1,"1038,71",PC
124175,VID PB FO F-250/F-350/F4000 98/ VFA,VB-03,VIDRO,1,"1085,48",PC
78670,VID PB FO FIESTA 96/ COURIER 3/5P VFA,VB-06,VIDRO,1,"666,12",PC
232087,VID PB FO FIESTA 2005/,VA-26,VIDRO,1,"713,14",PC
220450,VID PB FO FOCUS 00/08,,VIDRO,0,"1141,94",PC
FOC0830VS,VID PB FO FOCUS 08/13,,VIDRO,0,"1217,10",PC
1107409,VID PB FO FOCUS 13/15 VSF SEM SENSOR,,VIDRO,0,"1710,66",PC
1675509,VID PB FO FOCUS 16/ VSF C/SENSOR DE CHUVA FY,,VIDRO,0,"2556,04",PC
FOC0831VC,VID PB FO FOCUS 2008/ COM SENSOR DE CHUVA,,VIDRO,0,"1737,84",PC
FOC1531GS,VID PB FO FOCUS 2013/ COM SENSOR,,VIDRO,0,"1763,80",PC
7543,VID PB FO FUSION 09/12,VB-19,VIDRO,0,"821,59",UN
FFU1330GS,VID PB FO FUSION 2013/,VB-19,VIDRO,1,"1457,98",PC
1105189,VID PB FO FUSION PB 13/ 4P VSF C/SENSOR,VB-19,VIDRO,0,"1973,66",PCA
420840,VID PB FO KA 97/2013,VB-06,VIDRO,1,"806,63",PC
FNF1130VS,VID PB FO NEW FIESTA 10/13 SERIGRAFIA DIR LARGA,VA-26,VIDRO,1,"899,52",PC
FNF1131VS,VID PB FO NEW FIESTA 2014/VSF,VA-26,VIDRO,1,"1240,01",PCA
FNF1132VS,VID PB FO NEW FIESTA C/SENSOR DE CHUVA QUADRADO,VA-26,VIDRO,1,"1302,00",PC
FNF1631VS,VID PB FO NEW FIESTA C/SENSOR REDONDO,,VIDRO,0,"1657,98",PC
810749,VID PB FO NOVO FORD KA 2015/,VA-32,VIDRO,2,"786,00",PC
FRA1632DS,VID PB FO RANGER 16/19 C/SENSOR E CAMERA,,VIDRO,0,"2467,77",PC
1801679,VID PB FO RANGER 20/ C/SENSOR DE CHUVA E COLISAO,VC-10,VIDRO,1,"2173,18",UN
1094849,VID PB FO RANGER 2013/...,VC-12,VIDRO,4,"920,00",PC
1252620,VID PB FO RANGER 2013/2016 COM SENSOR DE CHUVA,VC-12,VIDRO,0,"1067,00",UN
00030,VID PB FO RANGER 95/12 VFA (TODAS),VB-11,VIDRO,0,"782,30",PC
1741879,VID PB FO RANGER PB 17/20 C/ SENSOR DE CHUVA,VC-12,VIDRO,0,"1731,14",UN
1985959,VID PB FORD BRONCO 22/ CAMERA/SENSOR,,VIDRO,0,"5361,20",UN
2119859,VID PB FORD RANGER PB 20/ CD/CS VFC (AC/ACUST,VC-12,VIDRO,0,"1300,00",UN
0930,VID PB GM AGILE/MONTANA NOVA 2010/ ORIGINAL,VB-03,VIDRO,2,"830,00",PC
AST9530D,VID PB GM ASTRA /97 ANTIGO VFA VB9,,VIDRO,0,"472,26",PC
AST0330D,VID PB GM ASTRA 98/2011 VDE VFA,VB-11,VIDRO,2,"787,25",PC
C010,VID PB GM C-10/D-10 PARABRISA INC TEMP BMV3,BMV3,VIDRO,0,"530,68",PC
43280,VID PB GM CAM C-10 D-10 VFA,,VIDRO,0,"709,63",PC
469622,VID PB GM CAPTIVA PB 08/ 5P SUV VSF (AC/S/SGP) FN,,VIDRO,0,"1157,86",PCA
119,VID PB GM CHEVETTE/MARAJO VFA,,VIDRO,0,"341,51",PC
625176,VID PB GM COBALT 2012/,VA-33,VIDRO,2,"937,40",PC
GCO1631VS,VID PB GM COBALT 2016/ COM SENSOR SERIGRAFIA LARGA,,VIDRO,1,"1314,46",PC
GCO1630VS,VID PB GM COBALT 2016/ VERDE,VA-33,VIDRO,1,"1146,68",PC
637191,VID PB GM CORSA 98/ C/ ANTENA,VB-07,VIDRO,1,"707,08",PC
89775,VID PB GM CORSA II 02/ MONTANA 02/09 4/5P VFA,VB-03,VIDRO,3,"904,76",PC
89763,VID PB GM CORSA/CELTA 96/ TODOS,VB-07,VIDRO,12,"620,00",PC
GCZ1130DS,VID PB GM CRUZE 11/16 SEM SENSOR,VB-19,VIDRO,1,"1193,28",PC
GCZ1132DS,VID PB GM CRUZE COM SENSOR DE CHUVA,VB-19,VIDRO,0,"1403,16",PC
728009,VID PB GM CRUZE PB 11/16 COM SENSOR,VB-19,VIDRO,1,"1135,90",PCA
1085669,VID PB GM CRUZE PB 17/ 4/5P VSF (MIS/P/S) OSG,,VIDRO,0,"1166,46",PCA
1085679,VID PB GM CRUZE PB 17/ 4/5P VSF (MS/P/S/SSC),,VIDRO,0,"1976,81",PCA
1085689,VID PB GM CRUZE PB 17/ 4/5P VSF (MS/P/S/SSC/S,,VIDRO,0,"2115,61",PCA
1242389,VID PB GM CRUZE PB 17/ 4/5P VSF (P/S) OSG,,VIDRO,1,"1329,87",PCA
1673619,VID PB GM CRUZE PB 17/ 4P/5P VSF (AC/MIS/P/SE,,VIDRO,0,"1914,70",UN
1646159,VID PB GM CRUZE PB 20/ 4P/5P VSF (P/SC/SER/SS,,VIDRO,0,"2233,54",UN
1878789,VID PB GM CRUZE VSF SEM SENSOR,,VIDRO,0,"1518,70",PC
16093,VID PB GM D-20 84/ VFA,VB-11,VIDRO,1,"792,54",PC
C002,VID PB GM D-20/D-40 LAMINADO INCOLOR,VB15,VIDRO,0,"365,90",PC
1274317,VID PB GM EQUINOX PB 18/ 5P VSF (AC/SSC/SSCO),VC-11,VIDRO,0,"2103,46",UN
1678879,VID PB GM EQUINOX PB 18/ 5P VSF CAEX (AC/MSL/,,VIDRO,0,"2812,78",UN
32207,VID PB GM KADETT 89/ VFA,VB-06,VIDRO,1,"788,11",PC
159694,VID PB GM MERIVA 01/5PT VFA,,VIDRO,0,"831,60",PC
2260089,VID PB GM MONTANA 2023/,VA-27,VIDRO,3,"1392,82",PC
16986,VID PB GM MONZA 82/ 2/4/P VFA,VD-09,VIDRO,1,"574,24",PC
C005,VID PB GM MONZA PARABRISA 94/ INC TEMP,MV22,VIDRO,0,"256,13",PC
OME9330,VID PB GM OMEGA/SUPREMA VFA 93/ MV21,MV21,VIDRO,0,"497,26",PC
COX1630VB,VID PB GM ONIX 2016/2020,,VIDRO,0,"867,82",PC
1207960,VID PB GM ONIX 2017/ COM SENSOR,,VIDRO,1,"975,34",PC
COX1930VS,VID PB GM ONIX 2020/,VA-32,VIDRO,1,"1048,43",PC
633495,VID PB GM ONIX/PRISMA 2012/ VSF,VA-33,VIDRO,3,"960,00",PC
17279,VID PB GM OPALA 69/ 2/ 4P VFA,VD-31,VIDRO,4,"384,20",PC
55580,VID PB GM S-10 94/ 2/4P VFA ORIGINAL,VB-08,VIDRO,1,"793,12",PC
1095409,VID PB GM S-10 17/ VFA C/SENSOR CHUVA E COLISAO,VB-10,VIDRO,2,"1380,00",PCA
52174983,VID PB GM S-10 2017/ SEM SENSOR GENUINO,,VIDRO,0,"2820,00",UN
1826219,VID PB GM S-10 2021/ C/SENSOR CHUVA E COLISAO,VB-10,VIDRO,5,"1240,94",PC
52173052,VID PB GM S-10 COM SENSOR E CAMERA GENUINO,,VIDRO,0,"3660,00",UN
656665,VID PB GM S-10 NOVA 2016/ VFA,VB-09,VIDRO,3,"1314,88",PC
811762,VID PB GM S-10 PB 12/ C/AMPLIFICADOR DE ANTENA,VB-09,VIDRO,1,"980,00",PC
3006,VID PB GM SILVERADO 98/ 2PT VFA,,VIDRO,0,"804,99",PC
1157517,VID PB GM SONIC 12/14 VFA COM SENSOR,,VIDRO,0,"1740,71",PCA
GSP1630VS,VID PB GM SPIN 2017/ VSF,,VIDRO,0,"1297,50",PC
GSP1831VS,VID PB GM SPIN 2018/ COM SENSOR DE CHUVA,,VIDRO,0,"1255,14",PC
770024,VID PB GM SPIN PB 12/16,VB-19,VIDRO,0,"1008,12",PCA
733859,VID PB GM TRACKER 2013/..,,VIDRO,0,"1586,25",PC
GTR2031VB,VID PB GM TRACKER 2020/ C/SENSOR DE CHUVA,VA-34,VIDRO,0,"1280,53",PC
2270129,VID PB GM TRACKER 2021/ C/SENSOR E CAMERA,,VIDRO,0,"1282,20",PC
GTR2231VB,VID PB GM TRACKER 2022/ SO COM SAIDA DE PISTA,,VIDRO,0,"2247,26",PC
2094539,VID PB GM TRACKER 21/ C/SENSOR CHUVA E COLISAO,VA-36,VIDRO,1,"1583,94",UN
1744959,VID PB GM TRACKER PB 21/ 5P VSF (AC/EXTR/P/SC,,VIDRO,0,"1119,36",UN
1744949,VID PB GM TRACKER PB 21/ 5P VSF (AC/EXTR/P/SE,,VIDRO,0,"2172,92",UN
2094519,VID PB GM TRACKER PB 21/ 5P VSF (AC/P/SER/SP),VA-36,VIDRO,1,"1310,43",UN
79340,VID PB GM VECTRA 93/4PT VFA,,VIDRO,0,"680,27",PC
59286,VID PB GM VECTRA 97/ 4P VFA (P/O),VB-01,VIDRO,1,"845,57",PC
197373,VID PB GM VECTRA 99/05 4PT VFA C/ANTENA,VB-01,VIDRO,0,"776,16",PC
4503,VID PB GM VECTRA 06/ C/SENSOR DE CHUVA,VA-34,VIDRO,0,"1273,26",PC
4722,VID PB GM VECTRA 06/ S/SENSOR SERIGRAFIA LARGA,VB-34,VIDRO,2,"1028,31",PC
2162009,VID PB GM VECTRA 06/11 S/SENSOR SERIG ESTREITA,VA-34,VIDRO,1,"899,30",PC
159695,VID PB GM ZAFIRA,VA-34,VIDRO,0,"844,80",PC
732722,VID PB HO CIVIC 12/ 4P VFA (P/S/SGP/SP),VB-16,VIDRO,1,"1221,77",PCA
1086019,VID PB HO CIVIC 17/ 4P VFA (P/S/SP) OSG,VB-17,VIDRO,1,"1086,83",PCA
HNC1632DS,VID PB HO CIVIC 2017/ COM SENSOR,,VIDRO,0,"1588,71",PC
1097309,VID PB HO CIVIC PB 96/00 4P VFA (AC/S) FN,,VIDRO,0,"1232,35",PCA
CRV1230DS,VID PB HO CRV 2012/,VB-18,VIDRO,1,"1296,04",PC
669957,VID PB HO CRV PB 07/11 VFA (AC/P/S/SP) $PK,VB-18,VIDRO,1,"1310,00",PCA
1255849,VID PB HO CRV PB 12/ 5P VFA COM SENSOR,,VIDRO,0,"2354,89",UN
169924,VID PB HO FIT PB 03/08 5P VFA (S) OSG,VB-19,VIDRO,0,"803,33",PCA
730476,VID PB HO HRV 2016/,VB-18,VIDRO,2,"1415,51",PC
1169506,VID PB HO HRV PB 17/ VFA COM SENSOR,,VIDRO,1,"1208,46",PCA
321138,VID PB HO NEW CIVIC 06/2011,VB-16,VIDRO,1,"1011,10",PC
413124,VID PB HO NEW FIT PB 09/14 5P VFA (P/S/SP) OSG,VB-16,VIDRO,2,"1150,00",PCA
427925,VID PB HONDA CITY PB 09/14 VFA (S),VB-18,VIDRO,0,"1018,99",PCA
741589,VID PB HONDA CITY PB 15/ VFA (P/S/SGP/SP) OAGC,VB-18,VIDRO,1,"899,50",PCA
101680,VID PB HONDA CIVIC 01/05,,VIDRO,0,"646,92",PC
102301,VID PB HONDA CIVIC 96/00 DEG,,VIDRO,0,"785,47",PC
7533,VID PB HONDA CRV 2007/2011,,VIDRO,0,"1292,71",PC
HNF1430DS,VID PB HONDA FIT /WR-V 2015/,VB-16,VIDRO,1,"1093,36",PC
2161869,VID PB HONDA HRV-2023/ C/ CAMERA,,VIDRO,0,"2122,34",PC
1610079,VID PB HY HB20 20/ COM CAMERA,VB-24,VIDRO,1,"1296,00",PC
1610069,VID PB HY HB20 PB 2020/ 4P/5P VSF (P/SER/S,VB-24,VIDRO,3,"870,14",UN
1732279,VID PB HY I30 PB 13/ 5P VFA C/SENSOR (P/SC/SER/SP,VA-34,VIDRO,0,"2740,00",UN
1675549,VID PB HY SANTA FE PB 13/19 5P VFA (AC/SSC/TERM,VA-28,VIDRO,0,"4044,12",UN
HCR1730VS,VID PB HYNDAI CRETA 17/21,VC-11,VIDRO,1,"1080,00",PC
4979,VID PB HYNDAI TUCSON,VA-36,VIDRO,0,"798,67",PC
HHB1230VB,VID PB HYNDAY HB20 2012/,VB-24,VIDRO,3,"723,07",PC
450698,VID PB HYNDAY HR 04/,VB-08,VIDRO,1,"914,33",PC
